,Kingdom,Phylum,Class,Order,Family,Genus,Species
5f2dc3c1c1186885f593c435e0d070d9,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,NA,NA
a465e4d8427cef2ab99f8329e184b3e0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
c1b2cf34a65135fa028eb179c43133e2,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
559d9a49103f00e75dc3fd2b12b6163c,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
e82892fd59048b55ddc756a9aedde818,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
2f706208c0be18e5f1315c02ef2bfa27,Bacteria,Acidobacteria,Subgroup_2,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
1d7aa43239cc329a71f7ddb143e57952,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
01835dc6ae12ffbe5d22eb0283c894d5,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
a9ef52838921f7d9caf78c1927ce07c1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,NA
180eb2539a2f7ee6f8328637b180f216,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
9b075b1d554b610224ba994504a23c94,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
c96f945fa3bb54dba4a382aed76552e7,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
ef6e21c40ea1fc3d3e99bc9235273b04,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Roseiarcaceae,Roseiarcus,NA
b336d17f28117feebb8cf1a549fcd797,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
e98813e1a6902162b135f5eed0c8455e,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,NA
79bb7232aa711e3319cc89c73d9d5927,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,uncultured_bacterium
f338eca794f5ec3965bdfa3100cbd1a4,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
4f5fa98f8dbd501a15bacd7a4304a9a0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured_bacterium
583406808c002869e30499d870b1cb54,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,uncultured_bacterium
01204773f44d106b31101cec737319c9,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
c88b10440276d44fc5558e9bf1cfcd5c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
51588aa8f1cfd26ffdc3105352320225,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,NA
8ed93c15822546fc27a34c9b3c081b3a,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured_planctomycete
31c87d34279d795f5c6a9a60e37aeec3,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
56181ae05ded5f34f8ec85b1959627db,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,NA
b7a7dd0c8a42bb2951bb81bac8961178,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,uncultured_bacterium
e861834d4a6530aa675cf4db1edba36e,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
39621d9a65374e0411b7c049c1055376,Bacteria,Chloroflexi,S085,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
101763b3dfe1ac2125197aa1ec683e35,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Schlesneria,uncultured_bacterium
18969ef31fb463f5b4975d61448ca1db,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
dba1db29b27aff2a893af8b81294c1e0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,NA
df6249799d3aed70317f8a7ae444084c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured_bacterium,uncultured_bacterium
fdc179e390824ef8c91501884ee1a8a1,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
738896bfcfb9ade186f893a0347b2cc7,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
ab324ab1c5e647a55ff65d40d396bf2a,Bacteria,Parcubacteria,Candidatus_Azambacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
8c99d1225f735d6441e5aef868866ef0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
589cb61e83f84a67e78ed5f29f9f7876,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
81f8e089f0228a69fe56e5a1970c8e36,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,uncultured_bacterium
e2210d5db9dfbbe72d1fab31e17684ec,Bacteria,Chloroflexi,KD4-96,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
1929622e13d60eb293a7b7735cb6611e,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured_bacterium
571544caad70821b277f6d8e5b9dec93,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
7591a34bbad5dca2a8523276448f06a7,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA
9f42820f9417e2e84ce639fb6d26322a,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
5bba5f2e9394f62e8042e815854906b1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,NA,NA
350d7b649c919e7d864574f5b6b10f02,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,NA
21063f4eb49ddf174a0ea2e5cef3e336,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
22169c6faa6a83215a5c0f0f8379e4cf,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,uncultured_bacterium
cf883040379b7a15d3c2a2d92d130fcb,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured_bacterium
41f865078d53b80aa8081ea9698b506d,Bacteria,Acidobacteria,Holophagae,Subgroup_7,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
ff5eccac277116959d90e9642d619866,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Ambiguous_taxa
82d64972697d3a85853a09ff21437bcf,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
c3b4c7364c4e36a54c9d1a8ffa86f631,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
beff40c98a0c69b91e00db81f1558b18,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,NA
d93de73118c4dc1cd1ad00882b19f920,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
7253f254ba8674931cb5f47405e268ec,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,NA
613851971b83e7f5a3374f56861969ae,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,0319-6M6,uncultured_bacterium,uncultured_bacterium
c13628c010e8d2421aa3ed4829543c7d,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
8ccedc9ed7d34dcbd249a010b47bbbb8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
5628e6e2c10a7a3d69c6c6965965682b,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101_soil_group,uncultured_bacterium,uncultured_bacterium
0b63c39def8fcab9b7e604e0b712573b,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
2b364af4f3acffb23bf138229399c60a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Ambiguous_taxa
b0314d124451817f56f29f65fbe8f420,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_Incertae_Sedis,Candidatus_Microthrix,uncultured_bacterium
73a08a1f138c0488762c609efea6e3fa,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
a01d9e7aaeeb0d0e1265158ab8c3344a,Bacteria,Chloroflexi,SHA-26,NA,NA,NA,NA
b31de8601bfc1271f42d683dc429ff33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,NA
44bf0b0ec3a46b3188c74a6277c78965,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured_bacterium,uncultured_bacterium
13144f45f1ba9045d80a9e4b800491ff,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
e797bd2e854ee8c56c62a99bc51ea639,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS_17,uncultured_bacterium,uncultured_bacterium
983fc02607828c0133e7f4e5955d428c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA
64e7941d4cb738d64531c612071d48ff,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella,uncultured_bacterium
07d70581a78854cb7e927f456ef71156,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,0319-6M6,uncultured_bacterium,uncultured_bacterium
452e2720ba0bf658af414d1b4596b1bc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,uncultured_bacterium
29bde29dd74f06981949b4d463392504,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,NA
baad22729f88fcb3c828442546779385,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
b82b628574fa22183000c2ceb80bac20,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured_bacterium
aec4f97ab7510cd51c0c554066efba05,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,uncultured_bacterium
96818ae6ddd097ed360122fcd89f671a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella,NA
f52496b8fdefea5ad36e893b589ea4f0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA,NA
fc41aca13c5fe8933458a36782d3628e,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured_bacterium
0d652448c7a6b2ab97da8879eb6100eb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,NA
c631e2fd68c26ef8f917e28bdb6f31b3,Bacteria,Chloroflexi,KD4-96,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
d967ec1e11561894736d14d2aba3ac80,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
b45e30b9573641db542a15fb5ef4bf25,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
3415bd04df82d19b6894504d4cb21cd1,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
5acb96648d64b79aece69c332498b5ef,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,NA
e97fdf7e678b6c8c86d3b1723f12a15b,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
e299c126555baee8b193597929936680,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,NA
835659ac2d0d9ab68d1c71fa7697b9ef,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
e5503235d834b8d91a196bd5dd9843e5,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
1538c613ee37970c418538b4c9a545b6,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
540a7bfa2324956a1858077bfef78de4,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
a2f84a64bd03ef52104c01eb05c86465,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
291d957a8c129c238a026a98797bdf6f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured_bacterium
9a14d496fec181332150cc82156c9c97,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
213d475cd0db69e5a0584c041719d933,Bacteria,Chloroflexi,TK10,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
a1bdb42d89ba927150ff275905c5ca0e,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
76af04c43e88cfaa027426b7616f66cd,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101_soil_group,uncultured_bacterium,uncultured_bacterium
f2dd50b17a52e1d0d6e8082efc291c96,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,uncultured_bacterium
897488b1e4dcc286b3dbf74815cd4438,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured_bacterium,uncultured_bacterium
5dfd221ac12e7d6b66162804998869a4,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium
0c30463577fd1ec6ba3c3dadd100549a,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,NA
f613553dc01a5586d43582ae23c1d546,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
3cd17514f8e0c9b774632e89cfa3355a,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,NA
e405a6746c773112d9e57378cc4ca60a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
17b1ccb096086a951b2bb401f0322495,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,NA
3409ec566ab346cd4ff5826aee5f5982,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
7465d76ae26c0f80c1f3328ec784cf7e,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
88d356217888532713f8c4048ab7b617,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
c1bc871a8ac82661b3b9771c862b5a48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
ae0c88f663d63a547bf4165a6784a33d,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,NA
d66f43edf49ced41c7c4046b85cc5814,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,NA
215deaf86bd1d084b261fd52cfac0127,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,NA
5a93a9f981611e3136efcea1133081a0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella,NA
6198b2b04f2a398804f40ce9e75bdd65,Bacteria,Chloroflexi,KD4-96,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
ad308f2a1d045aea2467c511738df510,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
e19f3787a61f3281ab00511a619448b3,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,NA,NA
b4b8da9fc017136d2ab38361ba7d3856,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
f3c82972123d334d1174e7eb3447fea8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,NA
d999ae5a16866e5a006ca9ce05963f6b,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,NA,NA
ac63a9822e51e95d472d0a02ecb182e1,Bacteria,Acidobacteria,Subgroup_6,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
b1334ca24f062dbfda771b824f6798ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured_bacterium
8a58f4d9369c25d78b985850e2787dc0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea,uncultured_bacterium
67f9581f6c78565211d9d0bfe2a5753e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured_bacterium,uncultured_bacterium
44d78033ca02411e03c58088abf60939,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS_17,NA,NA
746d13603b8fccad1389d1abf6ea4a05,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
03ad81123e4ac06141885ad9742831b1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,uncultured_bacterium,uncultured_bacterium
861708cb2e042fddcc1c51d9c4bf0694,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),uncultured,NA
f350696cc0e6a5d70307588ee78279d2,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
893c07f35296b1c1827f932f86c1ffab,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
11cb69835ec80528a8e36b1c7f01e91d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,NA
7fc032187000bd8a58098dd55c20a039,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,uncultured_bacterium
fd4bd700d86499aa2ac379054b6372ff,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,uncultured_bacterium
396c947e7cba5a0b6c5b9d425efff66d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
dc3f369799ef8555c74e853cb8784cf2,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
becbc5a2b56b213e82cff7e70d45cecc,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
0d02eca087467c9076cda5c1430b8e7d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,uncultured_bacterium
3963b2be346ae123bbb1ba1d38c41c63,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
dea3a90d0e1c9e78955af9351f2865ea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,NA
ffea64e132ef97c239490570a71bdc42,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,NA
a41a08f0afd498c66af1b51716ca1d6d,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
10fb47171b83150511d71e0ce016d41b,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
302e957aeb809e78d4d68eae58170a60,Bacteria,Planctomycetes,Phycisphaerae,CPla-3_termite_group,uncultured_planctomycete,uncultured_planctomycete,uncultured_planctomycete
f4dd8a3336c3824da4bd490c193976b4,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,uncultured_bacterium
784745c07ceaabc2d2203eb2e3351547,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
8e068137805bf6dd39cfc5d5dc23950d,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Parafilimonas,uncultured_bacterium
f8c1bf89511fb14038ef4c7ca411d75b,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101_soil_group,uncultured_bacterium,uncultured_bacterium
1df28dd4f35e7191c08e08410fdbfdaa,Bacteria,Acidobacteria,Holophagae,Subgroup_10,ABS-19,uncultured_bacterium,uncultured_bacterium
4621307405bd02ff034eb27a1beb1486,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia,NA
aaa5e274ec3883221628baf0264da49e,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
abf315751def9a0f940f1166bf4b5450,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
0b3bfdb278d6a7cfa3f5e3832bfbc860,Bacteria,Chloroflexi,KD4-96,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
15710fa0a015661b6eca5badfe4ad132,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,uncultured_bacterium
fd521e71530c03a94f57b0f455f7e915,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
894ae4d6537c584429b9185cc10acf42,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,NA
4dab20594beb5c5b6b98c4530fa9153a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
b82a86b0434eaeddaf28c4e95e9300e6,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
962ffd67135820b430056038e8993972,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA
ecbc53f92a0e4ba9b9018923d5d46feb,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Ambiguous_taxa
5581e37b2e9fff1dd28d2b95b58291d0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
2ef430c8f521bc48d2006e1e97c787ad,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA
96e6b0d56fb84000e4a5da94a98ce855,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,uncultured_bacterium
14e00d0377b47e8ca7ff5f0b9d46040f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,NA
996d61e7be50c39c93ef31aa1ce43853,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,NA
63be8c4dd555aee85308cb9a1e486d04,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured_bacterium
6fd81067db815cc85c9e00fe64d32714,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,uncultured_bacterium
5cd33c3311375e3bbad12de283a3b7fc,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
8921b561d1686454be0b43f49c67cfe5,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
bc0e2b794cef2c72b53621a3bab7013f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,uncultured_bacterium,uncultured_bacterium
649620a909b1be435e214ed602fc85c5,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
cc435eeb0ecaede6f0e152044bf6fcd0,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
74a85f6a5cfa9b348681a28d40a1463f,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Bryobacter,uncultured_bacterium
2e1facab86e5f83af987d293a8ca4225,Bacteria,Acidobacteria,Holophagae,Subgroup_7,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
00a2d379e70fbde4561a052f70f03f5f,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,NA
e31f1e7e52443d46f42759e43d6f5e90,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1a6a5a3afc0b03ddf9ce1b0df84a5e15,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
cd90b78f61d6b6e341b6a5c5cac95104,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured_bacterium,uncultured_bacterium
e1e191175884f153120042d5b655e8ae,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured_bacterium
